Time[s], CS
0.000000000000000, 1
0.639964250000000, 0
0.648961166666667, 1
0.653397333333333, 0
0.654003250000000, 1
0.654525041666667, 0
0.655106000000000, 1
0.655652833333333, 0
0.656258250000000, 1
0.656778791666667, 0
0.657384916666667, 1
0.659026375000000, 0
0.659633416666667, 1
0.660153041666667, 0
0.660759500000000, 1
0.661279250000000, 0
0.661885041666667, 1
0.663527375000000, 0
0.664135583333333, 1
0.664664416666667, 0
0.665259291666667, 1
0.666901833333333, 0
0.667505708333333, 1
0.669148958333333, 0
0.669755000000000, 1
0.671404791666667, 0
0.671999791666667, 1
0.672523500000000, 0
0.673129041666667, 1
0.674769791666667, 0
0.675349541666667, 1
0.677017041666667, 0
0.677623041666667, 1
0.679265000000000, 0
0.679871583333333, 1
0.680392375000000, 0
0.680973083333333, 1
0.681519458333333, 0
0.682126875000000, 1
0.683767416666667, 0
0.684372041666667, 1
0.684892958333333, 0
0.685497291666667, 1
0.687140833333333, 0
0.687746000000000, 1
0.688268458333333, 0
0.688847708333333, 1
0.689395416666667, 0
0.690003166666667, 1
0.690522791666667, 0
0.691104166666667, 1
0.691659041666667, 0
0.692254583333333, 1
0.693905958333333, 0
0.694501416666667, 1
0.695023791666667, 0
0.695628291666667, 1
0.697271500000000, 0
0.697875666666667, 1
0.698398083333333, 0
0.699003500000000, 1
0.700653625000000, 0
0.701250958333333, 1
0.702891875000000, 0
0.703497208333333, 1
0.705139208333333, 0
0.705721166666667, 1
0.707387750000000, 0
0.707994500000000, 1
0.747561791666667, 0
0.756557625000000, 1
0.758763416666667, 0
0.759368375000000, 1
0.855264875000000, 0
0.864233875000000, 1
0.866466583333333, 0
0.867043083333333, 1
