Time[s], CS
0.000000000000000, 1
0.756681166666667, 0
0.765718791666667, 1
0.770215958333333, 0
0.770801791666667, 1
0.772492041666667, 0
0.773078041666667, 1
0.773632333333333, 0
0.774219375000000, 1
0.774771500000000, 0
0.775358375000000, 1
0.775911750000000, 0
0.776499125000000, 1
0.777051708333333, 0
0.777636250000000, 1
0.778191166666667, 0
0.778775791666667, 1
0.779330833333333, 0
0.779916000000000, 1
0.780470291666667, 0
0.781058041666667, 1
0.782746958333333, 0
0.783335291666667, 1
0.783887125000000, 0
0.784473250000000, 1
0.786163458333333, 0
0.786735791666667, 1
0.788440208333333, 0
0.789028166666667, 1
0.790716500000000, 0
0.791305583333333, 1
0.792993125000000, 0
0.793553666666667, 1
0.795269458333333, 0
0.795858958333333, 1
0.797547250000000, 0
0.798134708333333, 1
0.798687000000000, 0
0.799273833333333, 1
0.799827541666667, 0
0.800412041666667, 1
0.802105208333333, 0
0.802691416666667, 1
0.804381875000000, 0
0.804942500000000, 1
0.806658958333333, 0
0.807245208333333, 1
0.807798791666667, 0
0.808383041666667, 1
0.810075875000000, 0
0.810664541666667, 1
0.812352541666667, 0
0.812941000000000, 1
0.814630166666667, 0
0.815216541666667, 1
0.816907375000000, 0
0.817492208333333, 1
0.818047208333333, 0
0.818609333333333, 1
0.819187166666667, 0
0.819773041666667, 1
0.820326625000000, 0
0.820887041666667, 1
0.822603833333333, 0
0.823191041666667, 1
0.823743458333333, 0
0.824304333333333, 1
0.824879500000000, 0
0.825464625000000, 1
0.864968083333333, 0
0.874005541666667, 1
0.876247500000000, 0
0.876834750000000, 1
0.973103625000000, 0
0.982138250000000, 1
0.984383083333333, 0
0.984942625000000, 1
