Time[s], CS
0.000000000000000, 1
0.838914000000000, 0
0.847902583333333, 1
0.852395208333333, 0
0.853038833333333, 1
0.854697041666667, 0
0.855315500000000, 1
0.855901625000000, 0
0.856516958333333, 1
0.857105000000000, 0
0.857747375000000, 1
0.859406083333333, 0
0.860048666666667, 1
0.860609791666667, 0
0.861251875000000, 1
0.861813000000000, 0
0.862454500000000, 1
0.863017000000000, 0
0.863657875000000, 1
0.864220541666667, 0
0.864862541666667, 1
0.866521250000000, 0
0.867164958333333, 1
0.868821875000000, 0
0.869463041666667, 1
0.870025833333333, 0
0.870668166666667, 1
0.872326625000000, 0
0.872967375000000, 1
0.873530666666667, 0
0.874173708333333, 1
0.874733708333333, 0
0.875375541666667, 1
0.875938166666667, 0
0.876554875000000, 1
0.877142208333333, 0
0.877784208333333, 1
0.878345750000000, 0
0.878988833333333, 1
0.879549583333333, 0
0.880191083333333, 1
0.880754000000000, 0
0.881395250000000, 1
0.881957583333333, 0
0.882572041666667, 1
0.883161750000000, 0
0.883778916666667, 1
0.885461708333333, 0
0.886104166666667, 1
0.886665666666667, 0
0.887306708333333, 1
0.887870166666667, 0
0.888512000000000, 1
0.889073375000000, 0
0.889694750000000, 1
0.890277208333333, 0
0.890898416666667, 1
0.891481083333333, 0
0.892096250000000, 1
0.892684958333333, 0
0.893328375000000, 1
0.894996583333333, 0
0.895626375000000, 1
0.896188958333333, 0
0.896832708333333, 1
0.898489541666667, 0
0.899131291666667, 1
0.899693916666667, 0
0.900309708333333, 1
0.900897708333333, 0
0.901538416666667, 1
0.903198458333333, 0
0.903839750000000, 1
0.904401708333333, 0
0.905042666666667, 1
0.925053625000000, 0
0.925696333333333, 1
0.926257583333333, 0
0.926898583333333, 1
0.927461958333333, 0
0.928102958333333, 1
0.928665541666667, 0
0.929306666666667, 1
0.929869458333333, 0
0.930496166666667, 1
0.931073458333333, 0
0.931716041666667, 1
0.932277458333333, 0
0.932919333333333, 1
0.933481208333333, 0
0.934124333333333, 1
0.934685458333333, 0
0.935301166666667, 1
0.935889666666667, 0
0.936531458333333, 1
0.937092375000000, 0
0.937732666666667, 1
0.938295791666667, 0
0.938938958333333, 1
0.939500125000000, 0
0.940140416666667, 1
0.940704208333333, 0
0.941346583333333, 1
0.943003833333333, 0
0.943646375000000, 1
0.944208500000000, 0
0.944823666666667, 1
0.945412125000000, 0
0.946053041666667, 1
0.946616333333333, 0
0.947259208333333, 1
0.947820833333333, 0
0.948464500000000, 1
0.949023875000000, 0
0.949652375000000, 1
0.950228041666667, 0
0.950870916666667, 1
0.951442791666667, 0
0.952071333333333, 1
0.952635791666667, 0
0.953277625000000, 1
0.953838625000000, 0
0.954481375000000, 1
0.955042875000000, 0
0.955660125000000, 1
0.956247833333333, 0
0.956862958333333, 1
0.957450750000000, 0
0.958067250000000, 1
0.958654791666667, 0
0.959271791666667, 1
0.959858583333333, 0
0.960499916666667, 1
0.961062041666667, 0
0.961702708333333, 1
0.962265958333333, 0
0.962909375000000, 1
0.963470333333333, 0
0.964111625000000, 1
0.964673166666667, 0
0.965314500000000, 1
