Time[s], CS
0.000000000000000, 1
0.672477333333333, 0
0.681467791666667, 1
0.685960708333333, 0
0.686603541666667, 1
0.688261750000000, 0
0.688877958333333, 1
0.689465625000000, 0
0.690105791666667, 1
0.690669625000000, 0
0.691312291666667, 1
0.692969125000000, 0
0.693586875000000, 1
0.694173833333333, 0
0.694813833333333, 1
0.695378208333333, 0
0.696018000000000, 1
0.696580875000000, 0
0.697221250000000, 1
0.697785625000000, 0
0.698429083333333, 1
0.700085916666667, 0
0.700726250000000, 1
0.702386250000000, 0
0.703026958333333, 1
0.703589500000000, 0
0.704207750000000, 1
0.705891458333333, 0
0.706532208333333, 1
0.707095000000000, 0
0.707735583333333, 1
0.708298208333333, 0
0.708941041666667, 1
0.709502750000000, 0
0.710116875000000, 1
0.710705708333333, 0
0.711346458333333, 1
0.711909958333333, 0
0.712552083333333, 1
0.713113875000000, 0
0.713757583333333, 1
0.714316875000000, 0
0.714959583333333, 1
0.715521000000000, 0
0.716162458333333, 1
0.716725458333333, 0
0.717369041666667, 1
0.719025916666667, 0
0.719643125000000, 1
0.720230291666667, 0
0.720874291666667, 1
0.721433291666667, 0
0.722075958333333, 1
0.722637125000000, 0
0.723251583333333, 1
0.723840958333333, 0
0.724481625000000, 1
0.725044916666667, 0
0.725686416666667, 1
0.726248750000000, 0
0.726864416666667, 1
0.728549875000000, 0
0.729191583333333, 1
0.729753083333333, 0
0.730394375000000, 1
0.732053875000000, 0
0.732668708333333, 1
0.733258166666667, 0
0.733873000000000, 1
0.734461458333333, 0
0.735104625000000, 1
0.736761500000000, 0
0.737404125000000, 1
0.737966000000000, 0
0.738581583333333, 1
0.758617416666667, 0
0.759260250000000, 1
0.759822333333333, 0
0.760462708333333, 1
0.761026375000000, 0
0.761651750000000, 1
0.762230666666667, 0
0.762871500000000, 1
0.763433833333333, 0
0.764076750000000, 1
0.764637416666667, 0
0.765278166666667, 1
0.765841125000000, 0
0.766457416666667, 1
0.767045708333333, 0
0.767688583333333, 1
0.768248791666667, 0
0.768890875000000, 1
0.769452750000000, 0
0.770070666666667, 1
0.770657250000000, 0
0.771298208333333, 1
0.771860166666667, 0
0.772477958333333, 1
0.773064125000000, 0
0.773704083333333, 1
0.774267583333333, 0
0.774909666666667, 1
0.776568666666667, 0
0.777185791666667, 1
0.777773083333333, 0
0.778413708333333, 1
0.778975916666667, 0
0.779616875000000, 1
0.780180541666667, 0
0.780795583333333, 1
0.781384458333333, 0
0.782027125000000, 1
0.782588125000000, 0
0.783231458333333, 1
0.783791583333333, 0
0.784434166666667, 1
0.784995166666667, 0
0.785636708333333, 1
0.786200083333333, 0
0.786813916666667, 1
0.787403416666667, 0
0.788045875000000, 1
0.788606666666667, 0
0.789248541666667, 1
0.789810250000000, 0
0.790425166666667, 1
0.791014583333333, 0
0.791656000000000, 1
0.792218083333333, 0
0.792858791666667, 1
0.793422208333333, 0
0.794066500000000, 1
0.794625708333333, 0
0.795267000000000, 1
0.795830166666667, 0
0.796447375000000, 1
0.797034083333333, 0
0.797675500000000, 1
0.798236958333333, 0
0.798858791666667, 1
